1 Q-E,2 ZN-E,3 PH-E,4 DBO-E,5 DQO-E,6 SS-E,7 SSV-E,8 SED-E,9 COND-E,10 PH-P,11 DBO-P,12 SS-P,13 SSV-P,14 SED-P,15 COND-P,16 PH-D,17 DBO-D,18 DQO-D,19 SS-D,20 SSV-D,21 SED-D,22 COND-D,23 PH-S,24 DBO-S,25 DQO-S,26 SS-S,27 SSV-S,28 SED-S,29 COND-S,30 RD-DBO-P,31 RD-SS-P,32 RD-SED-P,33 RD-DBO-S,34 RD-DQO-S,35 RD-DBO-G,36 RD-DQO-G,37 RD-SS-G,38 RD-SED-G,D-1/3/90
31914.00 ,2,7.70 ,127,274,144.00 ,72.20 ,2.00 ,1031.00 ,7.60 ,124,162.00 ,69.10 ,3.00 ,1048.00 ,7.60 ,80,157.00 ,69.00 ,82.60 ,0.20 ,1020.00 ,7.80 ,9,35.00 ,16.00 ,82.50 ,0.01 ,1053.00 ,0.00 ,0.00 ,0.00 ,0.00 ,77.7,0.00 ,0.00 ,0.00 ,68.20 ,D-22/8/91
47368.00 ,2,7.90 ,156,417,152.00 ,73.70 ,4.50 ,1608.00 ,7.90 ,207,164.00 ,67.10 ,4.50 ,1798.00 ,7.80 ,147,321.00 ,76.00 ,76.30 ,0.40 ,1627.00 ,7.40 ,29,99.00 ,26.00 ,84.60 ,0.02 ,1490.00 ,29,53.70 ,91.10 ,80.3,69.2,81.4,76.3,82.90 ,99.60 ,D-23/1/90
34904.00 ,1.2,8.00 ,272,665,188.00 ,73.40 ,6.00 ,2200.00 ,8.10 ,293,192.00 ,74.00 ,5.00 ,2200.00 ,8.00 ,164,304.00 ,96.00 ,87.50 ,0.60 ,2130.00 ,7.70 ,20,76.00 ,15.00 ,80.00 ,0.03 ,2150.00 ,44,50.00 ,88.00 ,87.8,75,92.6,88.6,92.00 ,99.60 ,D-23/1/91
48950.00 ,2.5,8.10 ,109,211,880.00 ,13.20 ,5.50 ,1745.00 ,7.90 ,154,1108.00 ,13.70 ,7.00 ,1534.00 ,8.00 ,46,111.00 ,118.00 ,44.10 ,0.40 ,1556.00 ,7.90 ,7,35.00 ,13.00 ,76.90 ,0.01 ,1495.00 ,70.1,89.40 ,95.00 ,84.8,68.5,93.6,83.4,98.50 ,99.80 ,D-23/10/90
28707.00 ,0.4,7.80 ,117,296,142.00 ,71.80 ,3.00 ,1494.00 ,7.80 ,108,158.00 ,67.10 ,3.00 ,1516.00 ,7.80 ,96,250.00 ,68.00 ,91.20 ,0.20 ,1564.00 ,7.80 ,23,77.00 ,19.00 ,80.00 ,0.10 ,1680.00 ,11.1,57.00 ,93.30 ,76,69.2,80.3,74,86.60 ,96.70 ,D-23/10/91
28005.00 ,3.45,8.20 ,226,419,178.00 ,70.80 ,4.50 ,2210.00 ,8.30 ,197,218.00 ,70.60 ,4.00 ,2150.00 ,8.20 ,141,318.00 ,100.00 ,80.00 ,0.40 ,2170.00 ,7.80 ,19,100.00 ,28.00 ,75.70 ,0.03 ,1914.00 ,28.4,54.10 ,91.30 ,86.5,68.6,91.6,76.1,84.30 ,99.40 ,D-23/11/90
37281.00 ,1.5,8.10 ,287,484,308.00 ,76.60 ,5.80 ,1653.00 ,8.10 ,392,308.00 ,75.30 ,5.50 ,1640.00 ,8.10 ,155,332.00 ,118.00 ,83.10 ,0.30 ,1777.00 ,7.80 ,22,80.00 ,16.00 ,92.50 ,0.05 ,1880.00 ,60.5,61.70 ,94.50 ,85.8,75.9,92.3,83.5,94.80 ,99.10 ,D-23/12/90
40716.00 ,3.5,8.10 ,0.00 ,524,222.00 ,67.60 ,5.80 ,1597.00 ,8.10 ,230,248.00 ,66.10 ,7.50 ,1512.00 ,7.90 ,154,300.00 ,96.00 ,77.10 ,0.50 ,1521.00 ,7.40 ,29,76.00 ,25.00 ,84.00 ,0.00 ,1422.00 ,33,61.30 ,93.30 ,81.2,74.7,0.00 ,85.5,88.70 ,100.00 ,D-23/2/90
37419.00 ,1.2,7.60 ,219,446,222.00 ,61.30 ,5.50 ,1600.00 ,7.70 ,266,240.00 ,70.00 ,5.00 ,1645.00 ,7.60 ,172,345.00 ,102.00 ,84.30 ,0.40 ,1670.00 ,7.50 ,42,175.00 ,53.00 ,84.20 ,0.02 ,1780.00 ,35.3,57.50 ,92.00 ,75.6,49.3,80.8,60.8,76.10 ,99.60 ,D-23/3/90
36088.00 ,15,7.50 ,75,133,142.00 ,39.40 ,2.00 ,860.00 ,7.60 ,127,172.00 ,46.50 ,1.80 ,838.00 ,7.60 ,73,124.00 ,62.00 ,67.70 ,0.30 ,871.00 ,7.30 ,9,32.00 ,12.00 ,80.00 ,0.00 ,889.00 ,42.5,64.00 ,86.10 ,87.7,74.2,88,75.9,91.50 ,100.00 ,D-23/4/90
36215.00 ,6.45,7.50 ,161,392,266.00 ,48.10 ,6.00 ,1156.00 ,7.80 ,252,208.00 ,47.10 ,3.50 ,1105.00 ,7.90 ,110,238.00 ,82.00 ,78.00 ,0.40 ,1108.00 ,7.70 ,15,59.00 ,13.00 ,83.10 ,0.02 ,1035.00 ,56.3,60.60 ,88.60 ,86.4,75.2,90.7,84.9,95.10 ,99.70 ,D-23/4/91
42202.00 ,1,7.60 ,184,238,316.00 ,30.40 ,3.00 ,1079.00 ,7.70 ,163,344.00 ,29.10 ,4.00 ,1113.00 ,7.60 ,122,214.00 ,92.00 ,63.00 ,0.20 ,1139.00 ,7.60 ,27,95.00 ,39.00 ,59.00 ,0.00 ,1176.00 ,25.2,73.30 ,95.00 ,77.9,55.6,85.3,60.1,87.70 ,100.00 ,D-23/5/90
38792.00 ,1.89,7.70 ,250,431,196.00 ,64.30 ,5.50 ,1219.00 ,7.90 ,399,238.00 ,62.20 ,6.00 ,1232.00 ,7.90 ,133,310.00 ,86.00 ,74.40 ,0.20 ,1212.00 ,7.70 ,15,90.00 ,17.00 ,76.50 ,0.05 ,1197.00 ,66.7,63.90 ,96.70 ,88.7,71,94,79.1,91.30 ,99.10 ,D-23/5/91
30019.00 ,4.5,7.60 ,175,416,224.00 ,51.80 ,4.50 ,1463.00 ,7.70 ,183,214.00 ,57.00 ,3.50 ,2120.00 ,7.70 ,105,274.00 ,104.00 ,62.90 ,0.80 ,2250.00 ,7.90 ,18,0.00 ,21.00 ,66.70 ,0.05 ,2610.00 ,42.6,51.40 ,77.10 ,82.9,0.00 ,89.7,0.00 ,90.60 ,98.90 ,D-23/7/90
0.00 ,4,7.50 ,182,605,208.00 ,75.00 ,5.00 ,1672.00 ,7.50 ,155,230.00 ,61.70 ,5.00 ,1734.00 ,7.50 ,129,308.00 ,82.00 ,75.60 ,0.10 ,1693.00 ,7.60 ,26,86.00 ,21.00 ,70.50 ,0.01 ,1603.00 ,16.8,64.30 ,98.00 ,79.8,72.1,85.7,85.8,89.90 ,100.00 ,D-23/7/91
34785.00 ,1,7.50 ,126,397,188.00 ,67.00 ,5.00 ,1950.00 ,7.50 ,121,190.00 ,63.20 ,3.50 ,1760.00 ,7.60 ,75,190.00 ,68.00 ,72.10 ,0.20 ,1720.00 ,7.70 ,16,101.00 ,15.00 ,61.30 ,0.00 ,1570.00 ,38,64.20 ,95.70 ,78.7,46.8,87.3,74.6,92.00 ,100.00 ,D-23/8/90
28088.00 ,0.2,7.50 ,153,307,124.00 ,82.30 ,2.50 ,1044.00 ,7.60 ,163,136.00 ,70.60 ,2.50 ,1039.00 ,7.70 ,97,188.00 ,62.00 ,91.90 ,0.20 ,1045.00 ,7.90 ,10,46.00 ,12.00 ,90.00 ,0.00 ,1038.00 ,40.5,54.40 ,94.00 ,89.7,75.5,93.5,85,90.30 ,100.00 ,D-23/8/91
45453.00 ,1.6,7.70 ,203,357,222.00 ,58.60 ,3.00 ,1828.00 ,7.60 ,215,208.00 ,73.10 ,5.00 ,1817.00 ,7.60 ,98,169.00 ,86.00 ,65.10 ,0.20 ,1890.00 ,7.60 ,9,73.00 ,13.00 ,0.00 ,0.00 ,1868.00 ,54.4,58.70 ,96.00 ,90.8,56.8,95.6,79.6,94.10 ,100.00 ,D-23/9/90
48086.00 ,5,8.00 ,247,444,166.00 ,73.50 ,3.50 ,1700.00 ,8.10 ,207,182.00 ,65.90 ,3.50 ,1724.00 ,7.90 ,176,360.00 ,112.00 ,76.80 ,0.40 ,1768.00 ,7.60 ,27,52.00 ,29.00 ,86.20 ,0.00 ,1764.00 ,15,38.50 ,88.60 ,84.7,85.6,89.1,88.3,82.50 ,100.00 ,D-24/1/90
36063.00 ,1,8.20 ,346,350,144.00 ,72.20 ,5.00 ,1233.00 ,8.30 ,257,152.00 ,75.00 ,4.00 ,1230.00 ,8.10 ,174,300.00 ,86.00 ,97.70 ,0.60 ,1266.00 ,7.80 ,20,61.00 ,10.00 ,70.00 ,0.01 ,1297.00 ,32.3,43.40 ,85.00 ,88.5,79.7,94.2,82.6,93.10 ,99.80 ,D-24/1/91
60017.00 ,3.5,7.90 ,120,284,518.00 ,17.80 ,4.00 ,1048.00 ,7.90 ,115,460.00 ,20.00 ,4.00 ,1046.00 ,8.00 ,92,215.00 ,134.00 ,43.30 ,0.50 ,1135.00 ,8.00 ,11,88.00 ,20.00 ,54.00 ,0.01 ,1171.00 ,20,70.90 ,88.80 ,88,59.1,90.8,69,96.10 ,99.80 ,D-24/10/90
36182.00 ,0.00 ,7.70 ,195,380,216.00 ,66.70 ,4.50 ,1542.00 ,7.80 ,170,240.00 ,66.70 ,3.50 ,1311.00 ,7.80 ,119,238.00 ,82.00 ,80.50 ,0.20 ,1443.00 ,7.90 ,37,100.00 ,18.00 ,88.90 ,0.05 ,1365.00 ,30,65.80 ,94.30 ,68.9,58,81,73.7,91.70 ,98.90 ,D-24/10/91
28437.00 ,1.02,7.90 ,176,387,162.00 ,75.30 ,3.80 ,1344.00 ,7.90 ,178,156.00 ,79.50 ,3.00 ,1331.00 ,7.90 ,155,312.00 ,100.00 ,84.00 ,0.60 ,1420.00 ,7.70 ,17,51.00 ,14.00 ,71.40 ,0.00 ,1468.00 ,12.9,35.90 ,80.00 ,89,83.7,90.3,86.8,91.40 ,100.00 ,D-24/12/90
37561.00 ,12.5,7.50 ,0.00 ,0.00 ,196.00 ,72.50 ,0.00 ,1245.00 ,7.60 ,370,194.00 ,75.30 ,0.00 ,1185.00 ,7.70 ,212,230.00 ,110.00 ,74.60 ,0.00 ,1163.00 ,7.60 ,15,99.00 ,14.00 ,91.40 ,0.00 ,1207.00 ,42.7,43.30 ,0.00 ,92.9,57,0.00 ,0.00 ,92.90 ,68.20 ,D-24/2/91
33029.00 ,3.4,7.90 ,226,624,264.00 ,75.00 ,0.00 ,2150.00 ,7.80 ,336,226.00 ,75.20 ,0.00 ,2070.00 ,7.70 ,164,348.00 ,82.00 ,95.10 ,0.00 ,2240.00 ,7.60 ,27,60.00 ,22.00 ,86.40 ,0.00 ,2210.00 ,51.2,63.70 ,0.00 ,83.5,82.8,88.1,90.4,91.70 ,68.20 ,D-24/3/91
47255.00 ,0.6,7.70 ,181,264,124.00 ,61.30 ,2.60 ,1087.00 ,7.80 ,148,150.00 ,52.00 ,3.00 ,1047.00 ,7.80 ,122,232.00 ,68.00 ,61.80 ,0.30 ,1103.00 ,7.70 ,19,72.00 ,28.00 ,64.30 ,0.10 ,1008.00 ,17.6,54.70 ,91.70 ,84.4,69,89.5,72.7,77.40 ,96.20 ,D-24/4/90
34719.00 ,9,7.70 ,173,388,322.00 ,50.30 ,5.50 ,1196.00 ,7.70 ,167,210.00 ,61.90 ,4.50 ,1171.00 ,7.80 ,149,319.00 ,110.00 ,76.40 ,0.70 ,1234.00 ,7.60 ,20,108.00 ,24.00 ,79.20 ,0.02 ,1250.00 ,10.8,47.60 ,84.40 ,86.6,66.1,88.4,72.2,92.50 ,99.60 ,D-24/4/91
50942.00 ,3,7.80 ,159,234,292.00 ,32.90 ,3.00 ,1140.00 ,7.80 ,182,344.00 ,32.60 ,4.00 ,1125.00 ,7.90 ,111,218.00 ,100.00 ,52.00 ,0.30 ,1231.00 ,7.80 ,12,36.00 ,14.00 ,77.10 ,0.00 ,1276.00 ,39,70.90 ,93.80 ,89.2,83.5,92.5,84.6,95.20 ,100.00 ,D-24/5/90
36162.00 ,2.5,7.40 ,224,421,204.00 ,68.60 ,5.00 ,1328.00 ,7.70 ,293,248.00 ,64.50 ,6.50 ,1341.00 ,7.70 ,119,282.00 ,94.00 ,72.30 ,0.20 ,1331.00 ,7.70 ,18,98.00 ,20.00 ,80.00 ,0.10 ,1265.00 ,59.4,62.10 ,96.90 ,84.9,65.2,92,76.7,90.20 ,98.00 ,D-24/5/91
34886.00 ,8,7.70 ,211,488,268.00 ,53.70 ,5.80 ,1212.00 ,7.90 ,265,348.00 ,57.50 ,8.50 ,1274.00 ,7.70 ,151,306.00 ,88.00 ,79.50 ,0.20 ,1309.00 ,7.70 ,15,63.00 ,12.00 ,83.30 ,0.00 ,1320.00 ,43,74.70 ,97.60 ,90.1,79.4,92.9,87.1,95.50 ,100.00 ,D-24/6/90
33064.00 ,1.2,7.70 ,266,438,200.00 ,62.00 ,4.50 ,1396.00 ,7.90 ,217,214.00 ,62.60 ,4.50 ,1423.00 ,7.90 ,137,269.00 ,74.00 ,75.70 ,0.20 ,1471.00 ,7.80 ,13,104.00 ,16.00 ,77.50 ,0.02 ,1441.00 ,36.9,65.40 ,95.60 ,90.5,61.3,95.1,76.3,92.00 ,99.60 ,D-24/6/91
27711.00 ,1.5,7.40 ,342,400,232.00 ,64.70 ,4.50 ,1858.00 ,7.60 ,259,284.00 ,60.60 ,6.00 ,1907.00 ,7.60 ,133,278.00 ,86.00 ,72.10 ,0.20 ,1835.00 ,7.60 ,23,106.00 ,38.00 ,76.80 ,0.02 ,1511.00 ,48.6,69.70 ,96.70 ,82.7,61.9,93.3,73.5,83.60 ,99.60 ,D-24/7/90
0.00 ,1.8,7.60 ,198,432,224.00 ,64.30 ,4.00 ,2150.00 ,7.70 ,195,208.00 ,67.30 ,3.50 ,2100.00 ,7.60 ,106,290.00 ,92.00 ,73.90 ,0.20 ,2140.00 ,7.60 ,19,90.00 ,33.00 ,82.40 ,0.01 ,2240.00 ,45.6,55.80 ,95.70 ,82.1,69,90.4,79.2,85.30 ,100.00 ,D-24/7/91
27109.00 ,0.4,7.60 ,158,276,142.00 ,64.80 ,1.50 ,1939.00 ,7.60 ,205,278.00 ,56.10 ,7.50 ,1878.00 ,7.60 ,102,269.00 ,123.00 ,65.90 ,1.00 ,1920.00 ,7.70 ,24,77.00 ,21.00 ,59.00 ,0.03 ,1959.00 ,50.2,55.80 ,86.70 ,76.5,71.4,84.8,72.1,85.20 ,98.30 ,D-24/8/90
37190.00 ,1.14,7.80 ,199,380,244.00 ,55.70 ,5.00 ,1453.00 ,7.80 ,110,196.00 ,60.20 ,3.50 ,1430.00 ,7.80 ,104,204.00 ,116.00 ,72.40 ,1.50 ,1436.00 ,7.90 ,13,43.00 ,15.00 ,74.70 ,0.00 ,1458.00 ,5.5,40.80 ,57.10 ,87.5,78.9,93.5,88.7,93.90 ,100.00 ,D-24/9/90
47642.00 ,5,7.90 ,157,428,204.00 ,53.90 ,4.00 ,1989.00 ,7.70 ,187,250.00 ,52.80 ,4.50 ,1869.00 ,7.80 ,219,303.00 ,90.00 ,68.90 ,0.40 ,1735.00 ,7.50 ,19,73.00 ,18.00 ,75.00 ,0.00 ,1800.00 ,0.00 ,64.00 ,92.20 ,91.3,75.9,87.9,82.9,91.20 ,100.00 ,D-25/1/90
35500.00 ,2.7,8.20 ,148,545,188.00 ,76.60 ,5.30 ,1329.00 ,8.20 ,221,230.00 ,73.90 ,5.00 ,1354.00 ,8.20 ,152,337.00 ,94.00 ,80.90 ,0.40 ,1407.00 ,7.70 ,14,71.00 ,11.00 ,86.40 ,0.00 ,1387.00 ,31.2,59.10 ,92.00 ,90.8,78.9,90.5,87,94.10 ,100.00 ,D-25/1/91
41569.00 ,3.3,7.90 ,115,357,334.00 ,33.50 ,3.50 ,1760.00 ,8.00 ,186,464.00 ,37.90 ,6.00 ,1858.00 ,8.00 ,92,230.00 ,110.00 ,54.50 ,0.50 ,1785.00 ,7.90 ,8,61.00 ,18.00 ,57.80 ,0.02 ,1595.00 ,50.5,76.30 ,92.50 ,91.3,73.5,93,82.9,94.60 ,99.40 ,D-25/10/90
34364.00 ,1.2,7.90 ,191,0.00 ,184.00 ,73.90 ,6.50 ,1384.00 ,7.80 ,192,164.00 ,67.10 ,5.00 ,1461.00 ,7.80 ,114,0.00 ,66.00 ,97.00 ,0.40 ,1480.00 ,7.80 ,12,0.00 ,15.00 ,93.30 ,0.10 ,1463.00 ,40.6,59.80 ,92.00 ,89.5,0.00 ,93.7,0.00 ,91.80 ,98.50 ,D-25/10/91
28819.00 ,2.24,8.40 ,195,392,188.00 ,70.20 ,4.00 ,2790.00 ,8.20 ,218,210.00 ,66.70 ,4.00 ,2680.00 ,8.00 ,130,267.00 ,82.00 ,78.00 ,0.30 ,2550.00 ,7.90 ,18,86.00 ,19.00 ,78.90 ,0.00 ,2520.00 ,40.4,61.00 ,93.80 ,86.2,67.8,90.8,78.1,89.90 ,100.00 ,D-25/11/90
40868.00 ,1.5,8.10 ,206,490,190.00 ,68.40 ,5.20 ,1392.00 ,8.00 ,220,224.00 ,69.60 ,6.00 ,1505.00 ,8.10 ,178,363.00 ,92.00 ,80.40 ,0.40 ,1532.00 ,7.70 ,16,86.00 ,26.00 ,82.10 ,0.00 ,1574.00 ,19.1,58.90 ,93.30 ,91,76.3,92.2,82.4,86.30 ,100.00 ,D-25/2/90
27340.00 ,4.19,7.70 ,254,411,174.00 ,73.60 ,4.50 ,1339.00 ,7.90 ,375,292.00 ,67.10 ,8.00 ,1350.00 ,7.90 ,121,319.00 ,102.00 ,78.40 ,0.50 ,1423.00 ,7.70 ,17,96.00 ,19.00 ,86.30 ,0.00 ,1431.00 ,67.7,65.10 ,94.40 ,86,69.9,93.3,76.6,89.10 ,100.00 ,D-25/2/91
40983.00 ,3,7.60 ,182,431,214.00 ,57.00 ,7.00 ,1591.00 ,7.50 ,219,248.00 ,58.10 ,5.50 ,1473.00 ,7.50 ,175,376.00 ,88.00 ,65.90 ,0.40 ,1537.00 ,7.50 ,23,120.00 ,25.00 ,68.00 ,0.00 ,1597.00 ,20.1,64.50 ,93.60 ,86.9,68.1,87.4,72.2,88.30 ,100.00 ,D-25/3/90
48657.00 ,1.7,7.70 ,72,180,122.00 ,49.20 ,2.50 ,990.00 ,7.70 ,98,122.00 ,45.90 ,1.80 ,986.00 ,7.60 ,61,180.00 ,70.00 ,62.90 ,0.20 ,923.00 ,7.60 ,21,72.00 ,18.00 ,83.30 ,0.00 ,1109.00 ,37.8,42.60 ,88.90 ,65.6,60,70.8,60,85.20 ,100.00 ,D-25/3/91
55300.00 ,1.5,7.90 ,254,356,206.00 ,56.30 ,4.00 ,1300.00 ,7.90 ,207,222.00 ,53.20 ,3.50 ,1347.00 ,7.90 ,91,184.00 ,66.00 ,69.70 ,0.30 ,1188.00 ,7.60 ,18,100.00 ,20.00 ,76.00 ,0.02 ,1202.00 ,56,70.30 ,91.40 ,80.2,45.7,92.9,71.9,90.30 ,99.50 ,D-25/4/90
35729.00 ,2.9,7.70 ,334,841,616.00 ,59.70 ,14.00 ,1285.00 ,7.80 ,357,572.00 ,55.90 ,15.50 ,1378.00 ,7.90 ,170,0.00 ,102.00 ,80.40 ,0.40 ,1420.00 ,7.80 ,23,100.00 ,20.00 ,96.70 ,0.00 ,1433.00 ,52.4,82.20 ,97.40 ,86.5,0.00 ,93.1,88.1,96.80 ,100.00 ,D-25/4/91
44040.00 ,1,7.90 ,275,330,180.00 ,55.60 ,3.00 ,1376.00 ,7.90 ,190,200.00 ,60.00 ,2.50 ,1392.00 ,7.90 ,118,260.00 ,76.00 ,76.30 ,0.30 ,1435.00 ,7.70 ,25,109.00 ,24.00 ,75.00 ,0.00 ,1399.00 ,37.9,62.00 ,90.00 ,78.8,58.1,90.9,67,86.70 ,100.00 ,D-25/5/90
38731.00 ,1.2,7.50 ,200,402,184.00 ,64.10 ,2.80 ,1127.00 ,7.50 ,188,218.00 ,63.30 ,3.00 ,1140.00 ,7.50 ,122,233.00 ,90.00 ,77.80 ,0.20 ,1200.00 ,7.70 ,17,64.00 ,17.00 ,76.50 ,0.00 ,1317.00 ,35.1,58.70 ,95.00 ,86.1,72.5,91.5,84.1,90.80 ,100.00 ,D-25/6/90
31949.00 ,3.3,7.30 ,133,310,208.00 ,56.70 ,3.50 ,1134.00 ,7.50 ,137,168.00 ,64.30 ,2.50 ,1133.00 ,7.60 ,104,212.00 ,64.00 ,81.30 ,0.20 ,1143.00 ,7.60 ,6,90.00 ,12.00 ,83.30 ,0.01 ,1226.00 ,24.1,61.90 ,92.00 ,94.2,57.5,95.5,71,94.20 ,99.70 ,D-25/6/91
33999.00 ,1.5,7.50 ,191,488,506.00 ,35.60 ,6.30 ,2590.00 ,7.40 ,172,580.00 ,41.40 ,7.80 ,2530.00 ,7.60 ,102,267.00 ,84.00 ,71.40 ,0.20 ,2670.00 ,7.70 ,22,110.00 ,33.00 ,75.00 ,0.08 ,2850.00 ,40.7,85.50 ,97.40 ,78.4,58.8,88.5,77.5,93.50 ,98.80 ,D-25/7/90
0.00 ,1.5,8.10 ,129,318,140.00 ,67.10 ,3.00 ,1319.00 ,8.00 ,124,136.00 ,69.10 ,2.00 ,1320.00 ,7.60 ,101,277.00 ,70.00 ,85.70 ,0.10 ,1270.00 ,7.50 ,15,86.00 ,22.00 ,86.40 ,0.01 ,1289.00 ,18.5,48.50 ,95.00 ,85.1,69,88.4,73,84.30 ,100.00 ,D-25/7/91
32802.00 ,0.7,7.30 ,203,405,212.00 ,67.90 ,4.50 ,1922.00 ,7.30 ,0.00 ,320.00 ,61.30 ,8.50 ,1874.00 ,7.40 ,97,225.00 ,74.00 ,78.40 ,0.30 ,1820.00 ,7.40 ,22,114.00 ,24.00 ,70.80 ,0.10 ,1796.00 ,0.00 ,76.90 ,97.10 ,77.3,49.3,89.2,71.9,88.70 ,97.80 ,D-25/8/90
27838.00 ,0.13,7.60 ,179,265,128.00 ,71.90 ,1.80 ,992.00 ,7.60 ,102,120.00 ,85.00 ,2.00 ,1012.00 ,7.70 ,88,188.00 ,66.00 ,84.90 ,0.10 ,1036.00 ,7.90 ,11,54.00 ,14.00 ,82.90 ,0.00 ,1044.00 ,13.7,45.00 ,95.00 ,87.5,71.3,93.9,79.6,89.10 ,100.00 ,D-25/8/91
40067.00 ,3.4,7.80 ,214,941,304.00 ,53.30 ,6.50 ,1454.00 ,7.80 ,396,320.00 ,57.50 ,7.00 ,1528.00 ,7.80 ,107,243.00 ,106.00 ,67.90 ,0.20 ,1456.00 ,7.90 ,11,55.00 ,14.00 ,74.30 ,0.02 ,1324.00 ,73,66.90 ,97.90 ,89.7,77.4,94.9,94.2,95.40 ,99.70 ,D-25/9/90
43174.00 ,4.5,7.70 ,179,420,158.00 ,68.40 ,2.50 ,1260.00 ,7.70 ,200,160.00 ,68.80 ,3.50 ,1256.00 ,7.80 ,183,376.00 ,110.00 ,70.90 ,1.00 ,1369.00 ,7.40 ,23,136.00 ,17.00 ,88.20 ,0.00 ,1365.00 ,8.5,31.30 ,71.40 ,87.4,63.8,87.2,67.6,89.20 ,100.00 ,D-26/1/90
40915.00 ,2,8.00 ,244,0.00 ,194.00 ,50.50 ,3.20 ,1885.00 ,8.00 ,0.00 ,284.00 ,42.30 ,2.80 ,2080.00 ,7.90 ,141,251.00 ,140.00 ,52.90 ,0.60 ,2020.00 ,8.00 ,13,63.00 ,16.00 ,62.50 ,0.02 ,2030.00 ,0.00 ,50.70 ,78.60 ,90.8,74.9,94.7,0.00 ,91.80 ,99.40 ,D-26/10/90
35400.00 ,0.7,7.60 ,156,364,194.00 ,63.90 ,5.50 ,1680.00 ,7.60 ,169,222.00 ,55.90 ,5.00 ,1637.00 ,7.60 ,89,0.00 ,86.00 ,60.50 ,0.30 ,1537.00 ,7.70 ,21,64.00 ,18.00 ,77.80 ,0.01 ,1840.00 ,47.3,61.30 ,94.00 ,76.4,0.00 ,86.5,82.4,90.70 ,99.80 ,D-26/10/91
27098.00 ,2.12,8.20 ,197,497,254.00 ,73.20 ,6.50 ,1685.00 ,8.20 ,0.00 ,274.00 ,66.40 ,7.00 ,1681.00 ,8.20 ,130,307.00 ,132.00 ,72.70 ,1.30 ,1697.00 ,7.70 ,10,70.00 ,19.00 ,73.70 ,0.00 ,1894.00 ,0.00 ,51.80 ,82.10 ,92.3,77.2,94.9,85.9,92.50 ,100.00 ,D-26/11/90
29955.00 ,0.9,7.60 ,203,301,146.00 ,68.50 ,0.00 ,1299.00 ,7.80 ,229,176.00 ,64.80 ,0.00 ,1319.00 ,7.90 ,135,242.00 ,108.00 ,72.20 ,0.00 ,1375.00 ,7.60 ,0.00 ,51.00 ,32.00 ,78.80 ,0.00 ,1430.00 ,41,38.60 ,0.00 ,0.00 ,78.9,0.00 ,83.1,78.10 ,68.20 ,D-26/12/90
36358.00 ,2,7.70 ,192,298,162.00 ,67.90 ,4.00 ,1241.00 ,7.70 ,160,188.00 ,68.10 ,4.50 ,1243.00 ,7.70 ,118,278.00 ,110.00 ,74.50 ,0.70 ,1285.00 ,7.50 ,30,98.00 ,45.00 ,74.10 ,0.05 ,1399.00 ,26.3,41.50 ,84.40 ,74.6,64.7,84.4,67.1,72.20 ,98.80 ,D-26/2/90
30055.00 ,5.7,7.80 ,230,422,222.00 ,71.20 ,5.00 ,1733.00 ,7.90 ,379,400.00 ,65.00 ,10.00 ,1790.00 ,8.00 ,194,346.00 ,122.00 ,82.00 ,0.90 ,1743.00 ,7.70 ,27,106.00 ,24.00 ,85.00 ,0.02 ,1629.00 ,48.8,69.50 ,91.00 ,86.1,69.4,88.3,74.9,89.20 ,100.00 ,D-26/2/91
42217.00 ,8.5,7.50 ,138,333,240.00 ,55.00 ,3.80 ,1087.00 ,7.50 ,153,184.00 ,67.40 ,4.00 ,1109.00 ,7.50 ,108,194.00 ,82.00 ,85.40 ,0.40 ,1136.00 ,7.10 ,16,62.00 ,17.00 ,94.10 ,0.00 ,1223.00 ,29.4,55.40 ,91.30 ,85.2,68,88.4,81.4,92.90 ,100.00 ,D-26/3/90
45512.00 ,2.6,7.90 ,89,176,166.00 ,36.10 ,1.20 ,1059.00 ,8.00 ,97,218.00 ,32.10 ,1.90 ,1145.00 ,8.00 ,72,161.00 ,86.00 ,48.80 ,0.20 ,1060.00 ,7.70 ,15,0.00 ,14.00 ,85.70 ,0.00 ,1046.00 ,25.8,60.60 ,92.10 ,79.2,0.00 ,83.1,0.00 ,91.60 ,100.00 ,D-26/3/91
37646.00 ,1,7.80 ,355,556,184.00 ,50.00 ,3.30 ,1278.00 ,7.80 ,308,194.00 ,51.50 ,3.00 ,1376.00 ,7.80 ,122,216.00 ,78.00 ,71.80 ,0.20 ,1395.00 ,7.70 ,42,124.00 ,48.00 ,74.20 ,0.05 ,1310.00 ,60.4,59.80 ,93.30 ,65.6,42.6,88.2,77.7,73.90 ,98.50 ,D-26/4/90
36395.00 ,6.5,7.70 ,183,449,380.00 ,52.60 ,6.50 ,1306.00 ,7.80 ,258,464.00 ,50.90 ,7.50 ,1410.00 ,7.90 ,125,292.00 ,88.00 ,77.30 ,0.30 ,1498.00 ,7.70 ,23,54.00 ,19.00 ,89.50 ,0.02 ,1512.00 ,51.6,81.00 ,96.00 ,81.6,81.5,87.4,88,95.00 ,99.70 ,D-26/4/91
